State,County,Area Symbol,Download_Link
North Carolina,Madison County,NC115,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC115_soildb_NC_2003_[2020-06-04].zip
North Carolina,Martin County,NC117,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC117_soildb_NC_2003_[2020-06-04].zip
North Carolina,Mecklenburg County,NC119,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC119_soildb_NC_2003_[2020-06-04].zip
North Carolina,Mitchell County,NC121,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC121_soildb_NC_2003_[2020-06-04].zip
North Carolina,Montgomery County,NC123,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC123_soildb_NC_2003_[2020-06-04].zip
North Carolina,Moore County,NC125,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC125_soildb_NC_2003_[2020-06-04].zip
North Carolina,Nash County,NC127,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC127_soildb_NC_2003_[2020-06-04].zip
North Carolina,New Hanover County,NC129,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC129_soildb_NC_2003_[2020-06-04].zip
North Carolina,Northampton County,NC131,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC131_soildb_NC_2003_[2020-06-04].zip
North Carolina,Onslow County,NC133,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC133_soildb_NC_2003_[2020-06-04].zip
North Carolina,Orange County,NC135,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC135_soildb_NC_2003_[2020-06-03].zip
North Carolina,Pamlico County,NC137,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC137_soildb_NC_2003_[2020-06-03].zip
North Carolina,Pasquotank County,NC139,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC139_soildb_NC_2003_[2020-06-03].zip
North Carolina,Pender County,NC141,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC141_soildb_NC_2003_[2020-06-03].zip
North Carolina,Perquimans County,NC143,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC143_soildb_NC_2003_[2020-06-03].zip
North Carolina,Person County,NC145,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC145_soildb_NC_2003_[2020-06-03].zip
North Carolina,Pitt County,NC147,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC147_soildb_NC_2003_[2020-06-03].zip
North Carolina,Polk County,NC149,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC149_soildb_NC_2003_[2020-06-03].zip
North Carolina,Randolph County,NC151,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC151_soildb_NC_2003_[2020-06-03].zip
North Carolina,Richmond County,NC153,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC153_soildb_NC_2003_[2020-06-03].zip
North Carolina,Robeson County,NC155,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC155_soildb_NC_2003_[2020-06-03].zip
North Carolina,Rockingham County,NC157,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC157_soildb_NC_2003_[2020-06-03].zip
North Carolina,Rowan County,NC159,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC159_soildb_NC_2003_[2020-06-03].zip
North Carolina,Rutherford County,NC161,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC161_soildb_NC_2003_[2020-06-03].zip
North Carolina,Sampson County,NC163,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC163_soildb_NC_2003_[2020-06-03].zip
North Carolina,Scotland County,NC165,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC165_soildb_NC_2003_[2020-06-03].zip
North Carolina,Stanly County,NC167,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC167_soildb_NC_2003_[2020-06-03].zip
North Carolina,Stokes County,NC169,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC169_soildb_NC_2003_[2020-06-03].zip
North Carolina,Surry County,NC171,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC171_soildb_NC_2003_[2020-06-03].zip
North Carolina,Transylvania County,NC175,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC175_soildb_NC_2003_[2020-06-03].zip
North Carolina,Tyrrell County,NC177,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC177_soildb_NC_2003_[2020-06-03].zip
North Carolina,Union County,NC179,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC179_soildb_NC_2003_[2020-06-03].zip
North Carolina,Vance County,NC181,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC181_soildb_NC_2003_[2020-06-03].zip
North Carolina,Wake County,NC183,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC183_soildb_NC_2003_[2020-06-03].zip
North Carolina,Warren County,NC185,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC185_soildb_NC_2003_[2020-06-03].zip
North Carolina,Washington County,NC187,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC187_soildb_NC_2003_[2020-06-03].zip
North Carolina,Watauga County,NC189,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC189_soildb_NC_2003_[2020-06-03].zip
North Carolina,Wayne County,NC191,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC191_soildb_NC_2003_[2020-06-03].zip
North Carolina,Wilkes County,NC193,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC193_soildb_NC_2003_[2020-06-03].zip
North Carolina,Wilson County,NC195,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC195_soildb_NC_2003_[2020-06-03].zip
North Carolina,Yadkin County,NC197,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC197_soildb_NC_2003_[2020-06-03].zip
North Carolina,Yancey County,NC199,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC199_soildb_NC_2003_[2020-06-03].zip
North Carolina,Swain County Area,NC605,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC605_soildb_NC_2003_[2020-06-03].zip
North Carolina,Haywood County Area,NC606,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NC606_soildb_NC_2003_[2020-06-03].zip
North Carolina,"Great Smoky Mountains National Park, Tennessee and North Carolina",TN640,https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TN640_soildb_US_2003_[2020-06-01].zip
